N,real_utility,predicted_utility,combined_internal_score,visual_plausibility,temporal_smoothness,goal_frame_similarity,learned_video_score,action_consistency_violation_rate,temporal_causal_violation_rate,occlusion_uncertainty,frame_to_state_consistency_error,trap_rate_near_miss,trap_rate_temporal_causal,trap_rate_ghost_wall,trap_rate_valid_detour,trap_rate_occlusion_skip,strategy,trap_rate_random
4,2.0690625000000002,2.2065625,0.9280496001914824,0.8401898822155351,0.9781249999999999,0.9642857142857143,0.9989396880962886,0.028409090909090908,0.0,0.0859375,0.0,0.0625,,,0.84375,0.03125,frame_state_filter,0.0625
8,2.4924999999999997,2.4924999999999997,0.9359103416235586,0.8375959363029952,0.9890625,0.9821428571428572,0.9988218756625429,0.0,0.0,0.046875,0.0,0.0625,,,0.9375,,frame_state_filter,
16,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,frame_state_filter,
32,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,frame_state_filter,
64,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,frame_state_filter,
1,-0.6918749999999998,1.645625,0.9297602937745859,0.9107304890227663,0.9199431818181818,0.9330357142857143,0.9996858335100114,0.4943181818181818,0.022727272727272728,0.3359375,0.0,0.1875,0.125,0.28125,0.25,0.125,calibrated_repair,0.03125
2,0.6049999999999999,1.5675,0.9235746636141484,0.8837996188877713,0.95078125,0.9263392857142857,0.9993323962087743,0.19886363636363635,0.0,0.265625,0.0,0.21875,,0.15625,0.53125,0.0625,calibrated_repair,0.03125
4,1.476875,1.614375,0.9128483542189776,0.8517419073924136,0.951875,0.9263392857142857,0.9990967713412829,0.028409090909090908,0.0,0.19270833333333334,0.0,0.21875,,,0.71875,0.03125,calibrated_repair,0.03125
8,2.6362499999999995,2.6362499999999995,0.9395499991153864,0.835438149332688,0.99453125,0.9910714285714286,0.9987826048512943,0.0,0.0,0.0234375,0.0,0.03125,,,0.96875,,calibrated_repair,
16,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,calibrated_repair,
32,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,calibrated_repair,
64,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,calibrated_repair,
1,0.02687500000000001,1.9518749999999998,0.9347901101841176,0.8967652117029423,0.9366761363636362,0.9508928571428572,0.9994894794537685,0.40625,0.017045454545454544,0.26041666666666663,0.0,0.125,0.09375,0.25,0.40625,0.09375,oracle,0.03125
2,1.055,2.155,0.9374063529153711,0.8753294262572897,0.9635795454545455,0.9642857142857143,0.9992145837750286,0.23011363636363635,0.005681818181818182,0.17708333333333331,0.0,0.125,0.03125,0.09375,0.625,0.125,oracle,
4,1.6315624999999998,2.3190625,0.9360412820507547,0.8567493683661891,0.9723295454545454,0.9732142857142858,0.9990575005300344,0.14488636363636365,0.005681818181818182,0.1171875,0.0,0.0625,0.03125,,0.75,0.125,oracle,0.03125
8,2.6362499999999995,2.6362499999999995,0.9395499991153864,0.835438149332688,0.99453125,0.9910714285714286,0.9987826048512943,0.0,0.0,0.0234375,0.0,0.03125,,,0.96875,,oracle,
16,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,oracle,
32,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,oracle,
64,2.78,2.78,0.9431896566072142,0.8332803623623808,1.0,1.0,0.9987433340400458,0.0,0.0,0.0,0.0,,,,1.0,,oracle,
1,-0.8418749999999999,1.2206249999999998,0.9177762177704367,0.9123627708193249,0.9115198863636363,0.9040178571428572,0.9997251043212599,0.4346590909090909,0.017045454545454544,0.390625,0.0,0.28125,0.09375,0.375,0.21875,,random,0.03125
2,-0.26374999999999993,1.66125,0.9361672272526519,0.9132830256366289,0.95078125,0.9330357142857143,0.9995680210762656,0.3977272727272727,0.0,0.3098958333333333,0.0,0.15625,,0.25,0.34375,0.1875,random,0.0625
4,0.4221875,1.7971874999999997,0.9258156291649442,0.8819097730957417,0.9526420454545454,0.9330357142857142,0.999371667020023,0.2869318181818182,0.005681818181818182,0.22916666666666666,0.0,0.09375,0.03125,0.15625,0.5,0.125,random,0.09375
8,0.048750000000000016,2.24875,0.9498213366826671,0.9065895553006624,0.9545028409090909,0.9732142857142857,0.9994894794537685,0.4602272727272727,0.011363636363636364,0.23697916666666663,0.0,0.09375,0.0625,0.21875,0.40625,0.21875,random,
16,-0.3824999999999999,2.3674999999999997,0.9525337920611772,0.9131792242619089,0.9382102272727272,0.9821428571428572,0.9996072918875143,0.5823863636363635,0.028409090909090908,0.2552083333333333,0.0,0.0625,0.15625,0.1875,0.3125,0.28125,random,
32,-0.9793749999999999,1.9081249999999998,0.9446161910466068,0.9279007743341635,0.9323011363636363,0.9508928571428571,0.9997643751325085,0.6051136363636364,0.017045454545454544,0.3411458333333333,0.0,0.125,0.09375,0.28125,0.1875,0.28125,random,0.03125
64,-0.38249999999999995,1.68,0.9317741015679489,0.9074607877463026,0.9279261363636364,0.9375,0.9996072918875143,0.4346590909090909,0.017045454545454544,0.3203125,0.0,0.21875,0.09375,0.1875,0.3125,0.1875,random,
